Datum;Cas;Vysledek;Mod;Nejlepsi shoda;Nejlepsi shoda MN;Uplynuly cas 1;Uplynuly cas 2;Cas celkem;Nazev Pole 1;Pole 1;Nazev Pole 2;Pole 2;Nazev Pole 3;Pole 3;Nazev Pole 4;Pole 4;Nazev Pole 5;Pole 5;Nazev Pole 6;Pole 6;Nazev Pole 7;Pole 7;Nazev Pole 8;Pole 8;LOD Sigma;Mg;Mg +/-;Al;Al +/-;Si;Si +/-;P;P +/-;S;S +/-;Cl;Cl +/-;K;K +/-;Ca;Ca +/-;Ti;Ti +/-;Cr;Cr +/-;Mn;Mn +/-;Fe;Fe +/-;Co;Co +/-;Ni;Ni +/-;Cu;Cu +/-;Zn;Zn +/-;As;As +/-;Se;Se +/-;Rb;Rb +/-;Sr;Sr +/-;Y;Y +/-;Zr;Zr +/-;Mo;Mo +/-;Ag;Ag +/-;Cd;Cd +/-;In;In +/-;Sn;Sn +/-;Sb;Sb +/-;Ba;Ba +/-;W;W +/-;Au;Au +/-;Hg;Hg +/-;Tl;Tl +/-;Pb;Pb +/-;Bi;Bi +/-;Th;Th +/-;U;U +/-;LE;LE +/-;2. nejlepsi shoda;2. nejlepsi shoda MN;3. nejlepsi shoda;;Nazev Pole 9;Pole 9;Nazev Pole 10;Pole 10;Nazev Pole 11;Pole 11;Nazev Pole 12;Pole 12;Nazev Pole 13;Pole 13;Nazev Pole 14;Pole 14;Nazev Pole 15;Pole 15;Nazev Pole 16;Pole 16
18.01.2019;15:09:57;#14-2;Geochem;;0;29,7;29,86;59,55;research;kh_sedlec;segment;15a16;vrstva;384;hrob;;excel.id;472;vzorek;27013;;;;;3;<LOD;2,28;5,19;0,13;26,82;0,23;0,0549;0,012;<LOD;0,0304;<LOD;0,82;1,7596;0,0173;5,7382;0,05;0,4538;0,023;<LOD;0,0216;0,0524;0,003;2,4095;0,0235;<LOD;0,0749;0,0032;0,0007;0,0046;0,0006;0,0078;0,0005;0,0063;0,0003;<LOD;0,0034;0,0099;0,0002;0,0152;0,0003;<LOD;0,0254;0,0436;0,0005;<LOD;0,0201;<LOD;0,1207;<LOD;0,1437;<LOD;0,0016;<LOD;0,23;<LOD;0,3;<LOD;0,36;<LOD;0,0594;<LOD;0,0175;<LOD;0,001;<LOD;0,0213;0,0047;0,0003;<LOD;0,0785;0,0024;0,0006;<LOD;0,0398;56,83;0,45;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:11:14;#14-3;Geochem;;0;29,7;29,86;59,56;research;kh_sedlec;segment;15a16;vrstva;384;hrob;;excel.id;472;vzorek;27013;;;;;3;<LOD;2,29;5,47;0,13;27,46;0,24;0,0541;0,0123;<LOD;0,0296;<LOD;0,82;1,8002;0,0178;5,84;0,05;0,4852;0,0237;<LOD;0,022;0,0573;0,0031;2,4411;0,024;<LOD;0,0762;0,0025;0,0007;0,0034;0,0006;0,008;0,0005;0,0074;0,0003;<LOD;0,0034;0,0102;0,0002;0,0156;0,0003;<LOD;0,026;0,0452;0,0005;<LOD;0,0203;<LOD;0,1224;<LOD;0,1473;<LOD;0,0016;<LOD;0,24;<LOD;0,31;<LOD;0,37;<LOD;0,0597;<LOD;0,0178;<LOD;0,001;<LOD;0,0204;0,0045;0,0003;<LOD;0,08;0,0029;0,0006;<LOD;0,0421;55,03;0,44;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:14:20;#15-1;Geochem;;0;29,65;29,86;59,51;research;kh_sedlec;segment;15a16;vrstva;385;hrob;;excel.id;473;vzorek;27014;;;;;3;<LOD;2,07;5,7;0,13;29,42;0,24;0,0775;0,0111;<LOD;0,0299;<LOD;0,85;1,8703;0,0171;2,6972;0,0236;0,541;0,0229;0,0104;0,0024;0,064;0,003;2,5185;0,0227;<LOD;0,073;0,0025;0,0007;0,0045;0,0005;0,0074;0,0004;0,0075;0,0004;<LOD;0,0034;0,0111;0,0002;0,0123;0,0002;<LOD;0,0247;0,0465;0,0005;<LOD;0,0188;<LOD;0,114;<LOD;0,1361;<LOD;0,0015;<LOD;0,22;<LOD;0,29;<LOD;0,36;<LOD;0,0578;<LOD;0,0174;<LOD;0,001;<LOD;0,0214;0,0106;0,0004;<LOD;0,0735;0,0018;0,0006;<LOD;0,037;55,34;0,4;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:15:32;#15-2;Geochem;;0;29,66;29,86;59,52;research;kh_sedlec;segment;15a16;vrstva;385;hrob;;excel.id;473;vzorek;27014;;;;;3;<LOD;3,12;5,59;0,12;29,26;0,13;0,062;0,0109;<LOD;0,03;<LOD;0,84;1,8985;0,0119;2,7429;0,0155;0,5267;0,0226;0,0074;0,0023;0,0579;0,0029;2,5147;0,0155;<LOD;0,0732;0,0021;0,0007;0,004;0,0005;0,0073;0,0004;0,0075;0,0004;<LOD;0,0035;0,0112;0,0002;0,0126;0,0002;<LOD;0,0245;0,0469;0,0004;<LOD;0,019;<LOD;0,1154;<LOD;0,1378;<LOD;0,0015;<LOD;0,22;<LOD;0,29;<LOD;0,36;<LOD;0,0558;<LOD;0,0169;<LOD;0,0009;<LOD;0,0217;0,011;0,0004;<LOD;0,0744;0,0019;0,0006;<LOD;0,0373;57,24;0,18;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:16:51;#15-3;Geochem;;0;29,66;29,86;59,52;research;kh_sedlec;segment;15a16;vrstva;385;hrob;;excel.id;473;vzorek;27014;;;;;3;<LOD;2,07;6,06;0,13;30,24;0,24;0,0632;0,0113;<LOD;0,0293;<LOD;0,85;1,9253;0,0177;2,783;0,0244;0,4699;0,0226;0,0107;0,0024;0,0627;0,003;2,4998;0,0226;<LOD;0,0733;0,0032;0,0007;0,0039;0,0005;0,0072;0,0004;0,0076;0,0004;<LOD;0,0031;0,0112;0,0002;0,0122;0,0002;<LOD;0,0245;0,0464;0,0005;<LOD;0,0191;<LOD;0,115;<LOD;0,1377;<LOD;0,0015;<LOD;0,22;<LOD;0,29;<LOD;0,35;<LOD;0,0568;<LOD;0,0163;<LOD;0,001;<LOD;0,0231;0,0105;0,0004;<LOD;0,0738;<LOD;0,0825;<LOD;0,0384;53,79;0,4;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:19:26;#16-1;Geochem;;0;29,67;29,86;59,53;research;kh_sedlec;segment;15a16;vrstva;398;hrob;;excel.id;474;vzorek;27015;;;;;3;<LOD;3,44;5,53;0,12;28,34;0,13;0,1152;0,0119;<LOD;0,0324;<LOD;0,9;1,9006;0,0124;3,0354;0,0172;0,4937;0,0229;<LOD;0,0226;0,0638;0,0031;2,5008;0,0159;<LOD;0,0763;0,003;0,0007;0,0041;0,0006;0,0101;0,0005;0,0065;0,0003;<LOD;0,0037;0,0111;0,0002;0,0126;0,0002;<LOD;0,0255;0,046;0,0004;<LOD;0,0199;<LOD;0,1211;<LOD;0,1444;<LOD;0,0016;<LOD;0,23;<LOD;0,3;<LOD;0,36;<LOD;0,0606;<LOD;0,0183;<LOD;0,001;<LOD;0,0217;0,0075;0,0004;<LOD;0,0778;0,0029;0,0006;<LOD;0,0397;57,91;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:20:39;#16-2;Geochem;;0;29,68;29,86;59,54;research;kh_sedlec;segment;15a16;vrstva;398;hrob;;excel.id;474;vzorek;27015;;;;;3;<LOD;3,37;5,61;0,12;28,47;0,14;0,1129;0,0119;<LOD;0,032;<LOD;0,89;1,9348;0,0125;3,0539;0,0172;0,4498;0,0224;0,0085;0,0025;0,0583;0,003;2,4731;0,0158;<LOD;0,0755;0,0043;0,0007;0,0038;0,0006;0,0095;0,0005;0,007;0,0003;<LOD;0,0033;0,0108;0,0002;0,0128;0,0002;<LOD;0,0255;0,0456;0,0004;<LOD;0,0198;<LOD;0,1196;<LOD;0,1434;<LOD;0,0016;<LOD;0,23;<LOD;0,3;<LOD;0,36;<LOD;0,0583;<LOD;0,0169;<LOD;0,001;<LOD;0,0215;0,0072;0,0004;<LOD;0,078;0,003;0,0006;<LOD;0,0386;57,73;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:21:51;#16-3;Geochem;;0;29,68;29,87;59,55;research;kh_sedlec;segment;15a16;vrstva;398;hrob;;excel.id;474;vzorek;27015;;;;;3;<LOD;3,41;5,7;0,12;28,51;0,14;0,0873;0,0117;<LOD;0,0325;<LOD;0,9;1,9073;0,0124;3,0409;0,0172;0,4962;0,0228;<LOD;0,0223;0,0599;0,003;2,482;0,0158;<LOD;0,0748;<LOD;0,0103;0,0045;0,0006;0,0097;0,0005;0,0063;0,0003;<LOD;0,0032;0,0112;0,0002;0,0125;0,0002;<LOD;0,0248;0,046;0,0004;<LOD;0,0199;<LOD;0,1198;<LOD;0,143;<LOD;0,0016;<LOD;0,23;<LOD;0,3;<LOD;0,36;<LOD;0,0577;<LOD;0,0165;<LOD;0,001;<LOD;0,0222;0,0075;0,0004;<LOD;0,0766;0,002;0,0006;<LOD;0,0383;57,62;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:24:11;#17-1;Geochem;;0;29,67;29,86;59,52;research;kh_sedlec;segment;15a16;vrstva;417;hrob;;excel.id;475;vzorek;27016;;;;;3;<LOD;2,07;5,5;0,12;28,8;0,23;0,1149;0,0117;<LOD;0,0293;<LOD;0,83;1,846;0,0169;3,5665;0,03;0,5042;0,0226;0,0079;0,0023;0,0612;0,003;2,4503;0,0222;<LOD;0,0728;0,0032;0,0007;0,004;0,0005;0,0056;0,0004;0,0029;0,0002;<LOD;0,0032;0,0105;0,0002;0,0129;0,0002;<LOD;0,0243;0,0476;0,0005;<LOD;0,0193;<LOD;0,1147;<LOD;0,1374;<LOD;0,0015;<LOD;0,22;<LOD;0,29;<LOD;0,35;<LOD;0,0518;<LOD;0,0145;<LOD;0,0009;<LOD;0,0208;0,0029;0,0003;<LOD;0,0745;<LOD;0,0832;<LOD;0,0382;56,17;0,41;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:25:26;#17-2;Geochem;;0;29,67;29,86;59,52;research;kh_sedlec;segment;15a16;vrstva;417;hrob;;excel.id;475;vzorek;27016;;;;;3;<LOD;2,1;5,63;0,13;29,39;0,24;0,1045;0,0118;<LOD;0,0287;<LOD;0,83;1,9045;0,0175;3,6042;0,0305;0,4812;0,0225;0,0083;0,0024;0,0572;0,003;2,4544;0,0225;<LOD;0,0733;0,0029;0,0007;0,004;0,0005;0,0057;0,0004;0,0024;0,0002;<LOD;0,0033;0,0106;0,0002;0,0133;0,0002;<LOD;0,0244;0,0484;0,0005;<LOD;0,0196;<LOD;0,1165;<LOD;0,1392;<LOD;0,0016;<LOD;0,22;<LOD;0,29;<LOD;0,35;<LOD;0,056;<LOD;0,0162;<LOD;0,0009;<LOD;0,02;0,0029;0,0003;<LOD;0,0756;0,002;0,0006;<LOD;0,0392;55,33;0,41;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:26:42;#17-3;Geochem;;0;29,67;29,86;59,53;research;kh_sedlec;segment;15a16;vrstva;417;hrob;;excel.id;475;vzorek;27016;;;;;3;<LOD;3,1;5,51;0,12;28,8;0,13;0,1251;0,0118;<LOD;0,029;<LOD;0,82;1,8971;0,0119;3,5745;0,0185;0,48;0,0222;<LOD;0,0213;0,0636;0,003;2,453;0,0153;<LOD;0,0727;0,0026;0,0007;0,0041;0,0005;0,0054;0,0004;0,0022;0,0002;<LOD;0,0032;0,0104;0,0002;0,0132;0,0002;<LOD;0,0248;0,0486;0,0004;<LOD;0,0194;<LOD;0,1161;<LOD;0,1395;<LOD;0,0016;<LOD;0,22;<LOD;0,29;<LOD;0,35;<LOD;0,0551;<LOD;0,0157;<LOD;0,0009;<LOD;0,0203;0,0034;0,0003;<LOD;0,0756;0,002;0,0006;<LOD;0,0387;57,01;0,18;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:29:04;#18-1;Geochem;;0;29,7;29,85;59,55;research;kh_sedlec;segment;15a16;vrstva;418;hrob;;excel.id;476;vzorek;27017;;;;;3;<LOD;2,97;5,11;0,12;24,97;0,12;0,0527;0,0122;<LOD;0,0285;<LOD;0,77;1,6096;0,0109;7,8007;0,0357;0,4493;0,0227;<LOD;0,0222;0,0443;0,0028;2,3004;0,0154;<LOD;0,0738;0,0033;0,0007;0,0032;0,0005;0,0046;0,0004;0,0018;0,0002;<LOD;0,0035;0,0094;0,0002;0,0195;0,0003;<LOD;0,025;0,0403;0,0004;<LOD;0,0202;<LOD;0,1234;<LOD;0,1485;<LOD;0,0016;<LOD;0,24;<LOD;0,31;<LOD;0,36;<LOD;0,0571;<LOD;0,0158;<LOD;0,001;<LOD;0,0218;0,0028;0,0003;<LOD;0,0794;<LOD;0,0893;<LOD;0,041;57,57;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:30:15;#18-2;Geochem;;0;29,7;29,85;59,56;research;kh_sedlec;segment;15a16;vrstva;418;hrob;;excel.id;476;vzorek;27017;;;;;3;<LOD;2,95;5,18;0,12;25,05;0,12;0,0645;0,0125;<LOD;0,0286;<LOD;0,77;1,6339;0,0111;7,8418;0,036;0,4308;0,0226;<LOD;0,0219;0,0419;0,0028;2,2759;0,0154;<LOD;0,0743;<LOD;0,0109;0,0034;0,0006;0,0056;0,0004;0,0022;0,0002;<LOD;0,0036;0,009;0,0002;0,0187;0,0003;<LOD;0,0252;0,04;0,0004;<LOD;0,0204;<LOD;0,1248;<LOD;0,1485;<LOD;0,0016;<LOD;0,24;<LOD;0,31;<LOD;0,36;<LOD;0,0594;<LOD;0,0168;<LOD;0,001;<LOD;0,0212;0,0023;0,0003;<LOD;0,081;0,0028;0,0006;<LOD;0,0421;57,4;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:31:30;#18-3;Geochem;;0;29,7;29,85;59,55;research;kh_sedlec;segment;15a16;vrstva;418;hrob;;excel.id;476;vzorek;27017;;;;;3;<LOD;2,95;5,06;0,12;25,43;0,13;0,0467;0,0124;<LOD;0,0285;<LOD;0,77;1,6569;0,0112;7,9558;0,0365;0,4404;0,0234;<LOD;0,0231;0,046;0,0029;2,3004;0,0155;<LOD;0,0756;<LOD;0,0112;0,0035;0,0006;0,0055;0,0004;0,0022;0,0002;<LOD;0,0036;0,0092;0,0002;0,0187;0,0003;<LOD;0,0254;0,0407;0,0004;<LOD;0,0206;<LOD;0,1255;<LOD;0,15;<LOD;0,0017;<LOD;0,24;<LOD;0,32;<LOD;0,37;<LOD;0,0583;<LOD;0,0171;<LOD;0,001;<LOD;0,0211;0,0027;0,0003;<LOD;0,0811;0,0022;0,0006;<LOD;0,0419;56,99;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:33:53;#19-1;Geochem;;0;29,68;29,86;59,54;research;kh_sedlec;segment;15a16;vrstva;419;hrob;;excel.id;477;vzorek;27018;;;;;3;<LOD;2,09;5,48;0,13;28,99;0,23;0,0586;0,0113;<LOD;0,0286;<LOD;0,83;1,7725;0,0165;3,7573;0,0316;0,4631;0,0222;<LOD;0,0212;0,0548;0,0029;2,3868;0,0219;<LOD;0,0717;0,0021;0,0007;0,0033;0,0005;0,006;0,0004;0,0018;0,0002;<LOD;0,0033;0,0107;0,0002;0,014;0,0002;<LOD;0,025;0,0498;0,0005;<LOD;0,0195;<LOD;0,1162;<LOD;0,1373;<LOD;0,0015;<LOD;0,22;<LOD;0,28;<LOD;0,35;<LOD;0,0536;<LOD;0,0149;<LOD;0,0009;<LOD;0,0207;0,0034;0,0003;<LOD;0,0767;0,0031;0,0006;<LOD;0,0389;56,23;0,41;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:35:10;#19-2;Geochem;;0;29,69;29,88;59,57;research;kh_sedlec;segment;15a16;vrstva;419;hrob;;excel.id;477;vzorek;27018;;;;;3;<LOD;3,06;5,38;0,12;28,81;0,13;0,0506;0,0112;<LOD;0,0293;<LOD;0,82;1,7889;0,0115;3,7865;0,0193;0,4567;0,0219;<LOD;0,0209;0,0541;0,0029;2,3136;0,0147;<LOD;0,0711;0,0021;0,0007;0,0031;0,0005;0,0055;0,0004;0,002;0,0002;<LOD;0,0031;0,0102;0,0002;0,0135;0,0002;<LOD;0,025;0,0491;0,0004;<LOD;0,0195;<LOD;0,1154;<LOD;0,1368;<LOD;0,0015;<LOD;0,22;<LOD;0,28;<LOD;0,34;0,0031;0,0009;<LOD;0,0137;<LOD;0,0009;<LOD;0,0199;0,003;0,0003;<LOD;0,0761;0,0024;0,0006;<LOD;0,0381;57,26;0,18;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:36:25;#19-3;Geochem;;0;29,68;29,86;59,55;research;kh_sedlec;segment;15a16;vrstva;419;hrob;;excel.id;477;vzorek;27018;;;;;3;<LOD;2,1;5,6;0,13;29,46;0,24;0,0489;0,0114;<LOD;0,0288;<LOD;0,83;1,8025;0,0169;3,8329;0,0324;0,4858;0,0225;<LOD;0,0214;0,0579;0,003;2,3397;0,0217;<LOD;0,0722;<LOD;0,0102;0,0027;0,0005;0,006;0,0004;0,002;0,0002;<LOD;0,0034;0,0106;0,0002;0,0137;0,0002;<LOD;0,0252;0,0501;0,0005;<LOD;0,0196;<LOD;0,1155;<LOD;0,1378;<LOD;0,0015;<LOD;0,22;<LOD;0,28;<LOD;0,35;<LOD;0,055;<LOD;0,015;<LOD;0,001;<LOD;0,0204;0,0024;0,0003;<LOD;0,0759;0,0019;0,0006;<LOD;0,0384;55,13;0,41;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:38:46;#20-1;Geochem;;0;29,68;29,86;59,55;research;kh_sedlec;segment;15a16;vrstva;421;hrob;;excel.id;478;vzorek;27019;;;;;3;<LOD;3,41;5,37;0,12;27;0,13;0,1072;0,0118;<LOD;0,0321;<LOD;0,9;1,8214;0,012;3,6765;0,0196;0,5173;0,0226;0,0077;0,0024;0,0652;0,0031;2,5227;0,0161;<LOD;0,076;<LOD;0,0104;0,0047;0,0006;0,0109;0,0005;0,0121;0,0004;<LOD;0,0034;0,0111;0,0002;0,0131;0,0002;<LOD;0,0258;0,0445;0,0004;<LOD;0,0197;<LOD;0,119;<LOD;0,1417;<LOD;0,0016;0,0045;0,0013;<LOD;0,3;<LOD;0,36;<LOD;0,061;<LOD;0,0186;<LOD;0,001;<LOD;0,0212;0,0061;0,0003;<LOD;0,0759;<LOD;0,0849;<LOD;0,0405;58,8;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:39:58;#20-2;Geochem;;0;29,69;29,86;59,56;research;kh_sedlec;segment;15a16;vrstva;421;hrob;;excel.id;478;vzorek;27019;;;;;3;<LOD;3,39;5,44;0,12;27,43;0,13;0,124;0,0122;<LOD;0,0323;<LOD;0,89;1,8533;0,0122;3,7275;0,0199;0,4784;0,0226;<LOD;0,0225;0,0651;0,0031;2,4825;0,016;<LOD;0,0759;<LOD;0,0105;0,0047;0,0006;0,0101;0,0005;0,0121;0,0004;<LOD;0,0034;0,0109;0,0002;0,0128;0,0002;<LOD;0,0258;0,0448;0,0004;<LOD;0,0199;<LOD;0,1203;<LOD;0,1443;<LOD;0,0016;<LOD;0,23;<LOD;0,3;<LOD;0,36;<LOD;0,0619;<LOD;0,0181;<LOD;0,0011;<LOD;0,0209;0,0066;0,0004;<LOD;0,0775;0,0022;0,0006;<LOD;0,0391;58,29;0,19;;0;;;;;;;;;;;;;;;;;;
18.01.2019;15:41:12;#20-3;Geochem;;0;29,69;29,86;59,56;research;kh_sedlec;segment;15a16;vrstva;421;hrob;;excel.id;478;vzorek;27019;;;;;3;<LOD;2,28;5,45;0,13;28,23;0,25;0,098;0,0122;<LOD;0,0324;<LOD;0,89;1,8844;0,0185;3,782;0,0342;0,4792;0,0233;<LOD;0,021;0,0629;0,0032;2,5291;0,0246;<LOD;0,0773;<LOD;0,0105;0,0045;0,0006;0,0098;0,0005;0,0129;0,0004;<LOD;0,0035;0,0109;0,0002;0,0134;0,0002;<LOD;0,0258;0,0447;0,0005;<LOD;0,0201;<LOD;0,1211;<LOD;0,1451;<LOD;0,0016;<LOD;0,23;<LOD;0,3;<LOD;0,36;<LOD;0,0631;<LOD;0,0187;<LOD;0,001;<LOD;0,0215;0,0066;0,0004;<LOD;0,0783;0,002;0,0006;<LOD;0,0407;56,47;0,45;;0;;;;;;;;;;;;;;;;;;
